age,gender,region_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,days_since_joined
21,M,City,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13.0,73.59,6797.17,8.0,734.83,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,46,36,10011,1390.27,0,825
23,F,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2.0,100.39,96386.46,18.0,448.9333305,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0,Enterprise,37,30,11412,794.05,0,680
36,M,City,Yes,Without Offers,Smartphone,Fiber_Optic,18.0,160.88,20293.81,11.0,796.59,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,13,12,2112,142.45,4,302
62,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,128.24,24532.47,17.0,704.38,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,31,28,8344,379.87,2,910
14,F,Town,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,1.0,573.74,4003.0,28.0,747.93,Yes,No,Yes,Solved,No reason specified,0,Enterprise,35,30,11859,782.95,8,598
47,M,Village,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,5.0,450.84,22824.37,5.0,583.04,No,Yes,No,Not Applicable,Poor Website,1,Basic,16,15,347,420.56,4,68
14,F,Town,Yes,Without Offers,Desktop,Mobile_Data,11.0,41.34,12807.74,44.04326673,758.78,No,Yes,Yes,No Information Available,Too many ads,0,Enterprise,40,34,7749,861.89,1,1048
43,F,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,11.0,92.79,36535.69,14.0,779.11,No,Yes,No,Not Applicable,Products always in Stock,0,Pro,41,35,2154,1167.86,3,533
18,M,Town,No,Credit/Debit Card Offers,Both,Mobile_Data,15.0,344.08,41116.42,14.0,598.41,Yes,No,Yes,No Information Available,Poor Website,1,Basic,5,5,324,68.64,9,569
50,M,Village,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,32.4,44354.56,29.0,677.14,No,Yes,No,Not Applicable,Poor Website,1,Pro,28,27,1826,514.6800000000001,4,502
30,F,City,No,Without Offers,Both,Fiber_Optic,17.0,423.73,90217.49,12.0,1372.435135,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,46,39,15681,881.33,3,766
49,M,Town,Yes,Without Offers,Smartphone,Fiber_Optic,14.0,56.36,37991.22,28.0,731.67,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,29,25,7328,543.21,5,561
18,F,City,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,126.5,19863.4,8.0,698.25,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,29,25,1450,712.03,4,106
56,F,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,34.11,7068.87,27.0,608.87,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,9,8,294,102.46,33,720
31,F,City,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10.0,33.77,1432.9,16.0,687.68,No,Yes,No,Not Applicable,Too many ads,1,Basic,18,17,300,466.77,4,780
20,F,Town,Yes,Without Offers,Desktop,Mobile_Data,17.0,95.06,11155.55,18.0,642.09,Yes,No,Yes,Solved,Poor Product Quality,1,Pro,21,20,1920,343.02,3,407
13,M,Town,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,9.0,255.7,42341.74,22.0,769.32,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,40,30,6529,859.42,0,464
61,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,273.21,991.64,6.0,734.82,Yes,No,Yes,No Information Available,Too many ads,0,Enterprise,19,18,9841,361.25,1,414
57,M,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,17.0,262.23,26696.12,6.0,773.96,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Pro,30,26,1332,536.43,1,940
15,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.0,37.09,8996.55,20.0,768.64,Yes,No,Yes,No Information Available,Poor Website,0,Pro,15,14,2684,274.77,6,907
49,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,12.0,421.23,7943.85,15.0,669.21,Yes,Yes,No,Not Applicable,No reason specified,1,Pro,34,27,1439,969.89,0,19
32,F,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,134.78,44754.43,9.0,575.17,No,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,10,9,483,304.25,2,748
63,F,City,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,17.0,1041.142227,84389.14,10.0,754.15,Yes,Yes,Yes,Unsolved,Reasonable Price,0,Enterprise,45,32,11794,888.74,1,782
49,M,City,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,20.0,75.74,5167.92,27.0,705.11,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,13,13,2653,194.03,2,642
63,M,Village,No,Without Offers,Desktop,Mobile_Data,13.0,77.82,40165.51,21.0,698.25,No,Yes,Yes,Solved,Poor Website,1,Basic,8,8,326,156.74,0,740
32,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,17.0,31.51,16224.64,16.0,724.9,Yes,No,Yes,Unsolved,Poor Customer Service,0,Enterprise,47,35,9954,934.57,0,291
25,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,14.0,50.71,8050.89,19.0,698.25,Yes,No,Yes,Unsolved,Too many ads,1,Basic,11,11,337,150.37,12,780
10,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,8.0,47.06,30254.68,44.1692614,714.46,No,Yes,Yes,No Information Available,Poor Customer Service,0,Enterprise,42,35,9608,984.97,2,285
26,F,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,22.0,226.92,9136.25,0.739645817,701.13,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,16,16,406,379.97,4,69
42,F,Town,No,Without Offers,Desktop,Mobile_Data,6.0,97.3,18917.28,2.0,757.81,No,Yes,Yes,Solved,User Friendly Website,0,Enterprise,26,22,14378,366.06,3,509
12,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8.0,783.38,47586.04,5.0,709.13,No,Yes,No,Not Applicable,Too many ads,0,Pro,23,22,1838,420.03,2,1038
18,M,Town,No,Without Offers,Desktop,Fiber_Optic,14.0,452.21,24898.32,11.0,794.72,No,Yes,Yes,Unsolved,Quality Customer Care,0,Enterprise,39,33,7259,1085.8,0,8
28,M,City,Yes,Without Offers,Smartphone,Wi-Fi,3.0,97.87,43659.28,19.0,990.3581131,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,20,19,375,446.67,0,994
51,F,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,13.0,386.09,32861.7,5.0,698.25,Yes,Yes,Yes,Solved,User Friendly Website,0,Enterprise,42,35,9199,868.07,2,173
48,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,835.28,79965.01,4.0,714.39,Yes,Yes,Yes,No Information Available,Quality Customer Care,0,Enterprise,49,36,6324,1218.77,0,314
17,M,Town,No,Without Offers,Desktop,Mobile_Data,16.0,1371.317368,7273.56,13.0,602.55,Yes,No,Yes,No Information Available,Too many ads,1,Basic,16,14,420,398.88,0,808
25,M,Village,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20.0,179.13,1328.13,18.0,835.6210094,No,Yes,Yes,Solved,No reason specified,1,Basic,14,13,366,363.64,4,680
53,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,18.0,175.67,27226.0,5.0,652.99,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,10,10,252,158.22,0,222
16,M,Village,Yes,Without Offers,Desktop,Fiber_Optic,6.0,100.57,38425.25,8.0,698.25,No,Yes,No,Not Applicable,Too many ads,1,Basic,7,7,515,157.0,2,352
35,F,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,15.0,112.82,39339.9,8.0,553.84,Yes,No,No,Not Applicable,Too many ads,1,Basic,18,15,338,254.57,3,204
30,F,Town,No,Without Offers,Desktop,Wi-Fi,14.0,54.2,42254.94,16.0,797.59,Yes,No,No,Not Applicable,No reason specified,0,Pro,38,31,1617,939.01,0,489
19,M,Town,No,Without Offers,Both,Wi-Fi,15.0,455.35,46082.11,13.0,735.88,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,26,25,1339,566.62,1,800
46,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16.0,771.26,22317.62,11.0,611.05,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,11,10,399,158.44,4,20
52,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,31.55,84289.3,17.0,786.8,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,52,38,10821,1409.46,5,388
17,M,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,12.0,193.94,38637.16,5.0,1225.205451,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,37,28,12259,629.87,6,646
29,F,Village,No,Without Offers,Desktop,Wi-Fi,13.0,87.66,5994.29,26.0,198.0279344,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,9,9,502,108.77,26,655
61,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,18.0,80.66,39820.49,7.0,841.31,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,26,23,2168,449.31,8,523
34,M,Village,No,Without Offers,Smartphone,Wi-Fi,23.0,174.18,42023.25,1.0,740.12,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,40,35,7926,598.33,0,1014
50,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,18.0,836.96,47128.55,19.0,1038.468776,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1,Pro,22,22,1628,562.38,1,200
43,F,Village,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16.0,102.83,48193.49,14.0,779.84,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,17,15,2536,362.69,5,682
60,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,14.0,170.74,38629.96,9.0,787.28,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Enterprise,43,32,6904,896.15,0,662
30,F,Town,No,Without Offers,Smartphone,Mobile_Data,12.0,170.15,16600.11,8.0,241.9221143,Yes,No,No,Not Applicable,Poor Website,1,Basic,8,8,272,103.19,18,1009
49,F,City,No,Without Offers,Desktop,Wi-Fi,12.0,88.09,23362.25,16.0,1150.995854,Yes,No,Yes,No Information Available,Poor Product Quality,1,Basic,9,9,252,145.1,1,740
41,M,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,55.64,87614.35,5.0,773.44,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,48,38,9752,1521.29,3,934
27,F,Town,No,Without Offers,Desktop,Fiber_Optic,16.0,100.17,29371.81,5.0,1015.694277,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,14,13,258,298.77000000000004,4,368
58,F,Town,Yes,Without Offers,Both,Fiber_Optic,5.0,317.23,24427.53,22.0,735.22,Yes,No,Yes,No Information Available,Poor Website,0,Enterprise,56,42,6622,1698.12,1,109
49,M,Village,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,341.49,30924.59,14.0,645.22,No,Yes,No,Not Applicable,Poor Website,1,Pro,18,14,1977,331.55,11,969
47,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,12.0,210.12,18303.71,27.0,776.91,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,22,21,7909,325.31,4,954
22,F,Town,Yes,Without Offers,Desktop,Wi-Fi,19.0,737.52,35505.35,18.0,654.49,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,8,8,273,106.35,18,10
48,F,Village,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,73.92,47191.95,16.0,698.25,Yes,No,No,Not Applicable,Reasonable Price,0,Pro,26,25,1794,635.59,4,217
41,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,219.84,24725.49,16.0,810.55,Yes,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,47,39,14441,1276.83,3,576
12,F,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,861.99,42518.8,12.0,594.02,Yes,No,No,Not Applicable,Poor Website,1,Basic,23,21,206,639.74,3,1007
59,M,Village,Yes,Without Offers,Smartphone,Fiber_Optic,4.0,448.81,33593.57,17.0,751.75,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Pro,20,16,1813,305.95,1,642
63,M,Town,No,Credit/Debit Card Offers,Both,Wi-Fi,22.0,517.12,14339.99,20.0,789.85,Yes,Yes,No,Not Applicable,No reason specified,0,Enterprise,52,42,12056,1100.75,1,159
30,F,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,11.0,189.35,24690.6,22.0,663.87,Yes,No,No,Not Applicable,Poor Website,1,Basic,11,9,338,228.52,6,214
41,F,Town,Yes,Without Offers,Smartphone,Mobile_Data,10.0,174.18,48654.56,24.0,606.23,Yes,No,Yes,No Information Available,Too many ads,1,Basic,17,15,311,338.47,0,737
40,F,Town,Yes,Without Offers,Smartphone,Wi-Fi,18.0,110.79,1204.94,29.76574494,708.79,Yes,No,Yes,Unsolved,Poor Product Quality,1,Pro,14,14,1576,225.29,0,665
38,F,Village,No,Without Offers,Both,Wi-Fi,10.0,174.18,26015.17,11.0,653.0,Yes,No,No,Not Applicable,Poor Website,1,Basic,18,17,219,462.96,5,1036
18,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,13.0,486.58,58708.92,8.0,698.25,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0,Enterprise,33,27,11143,533.97,3,949
21,M,City,No,Without Offers,Smartphone,Fiber_Optic,21.0,149.54,17390.66,16.0,705.41,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,44,34,8543,843.53,0,215
60,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,7.0,107.42,3661.03,20.0,641.58,No,Yes,No,Not Applicable,No reason specified,1,Pro,24,21,1581,314.58,1,512
23,M,City,Yes,Without Offers,Desktop,Mobile_Data,18.0,47.88,32437.61,7.0,612.07,Yes,No,Yes,No Information Available,No reason specified,1,Basic,8,7,376,148.47,9,601
60,F,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,26.0,127.89,42764.3,5.0,601.71,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,14,14,252,207.45,0,330
55,M,City,Yes,Without Offers,Desktop,Mobile_Data,15.0,136.66,27290.74,12.0,685.47,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,15,14,269,400.25,1,374
14,M,City,No,Without Offers,Smartphone,Fiber_Optic,22.0,314.32,1437.66,18.0,698.25,No,Yes,Yes,Solved,Poor Website,1,Basic,6,5,325,108.07,13,1014
10,M,Village,No,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,71.21,48429.65,15.0,759.01,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,46,38,8986,1146.42,0,859
62,F,City,No,Without Offers,Desktop,Wi-Fi,6.0,93.28,44649.23,16.0,702.18,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,37,27,11763,758.55,0,1072
54,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,221.24,13037.43,24.0,656.81,Yes,Yes,No,Not Applicable,Poor Website,1,Pro,17,17,1813,442.85,6,316
14,F,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,10.0,144.21,27131.72,24.0,26.06526728,No,Yes,Yes,Unsolved,Too many ads,1,Basic,13,13,444,197.91,18,516
52,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,17.0,174.18,34700.23,18.0,960.9744534,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,36,31,1824,784.62,1,571
23,M,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8.0,349.57,26538.29,8.0,623.29,Yes,Yes,Yes,Unsolved,Poor Website,1,Pro,36,27,1587,1084.52,1,367
29,F,City,Yes,Credit/Debit Card Offers,Both,Wi-Fi,9.0,808.52,24576.69,16.0,1175.069683,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,21,18,445,455.67,1,363
19,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6.0,32.8,4305.1,14.0,764.5,Yes,No,No,Not Applicable,Products always in Stock,0,Enterprise,35,31,12966,460.6,0,483
11,M,City,No,Without Offers,Desktop,Mobile_Data,17.0,30.94,36232.6,5.0,698.25,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,33,24,7704,579.46,1,121
50,M,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.0,30.62,28910.22,22.0,628.86,No,Yes,Yes,Solved,Poor Website,1,Basic,19,17,313,462.9500000000001,1,76
19,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6.0,34.43,82780.92,3.0,787.92,Yes,No,Yes,No Information Available,User Friendly Website,0,Enterprise,40,35,7557,886.06,2,1014
17,M,Town,Yes,Without Offers,Desktop,Wi-Fi,21.0,105.53,41679.28,11.0,715.62,Yes,No,Yes,Solved in Follow-up,Poor Website,0,Pro,27,25,2362,438.06,2,103
54,F,City,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17.0,82.76,44270.35,23.0,630.58,Yes,No,Yes,Unsolved,Poor Website,1,Basic,12,12,304,344.36,4,951
33,F,City,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12.0,30.29,7583.17,20.0,698.25,Yes,No,Yes,Solved,Poor Website,0,Enterprise,25,23,9842,438.83,1,917
59,F,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,10.0,145.85,5470.54,9.0,691.68,Yes,No,Yes,Solved,Poor Customer Service,1,Pro,22,18,1588,478.18,9,1001
19,F,City,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,276.27,44340.03,7.0,808.7,Yes,No,Yes,Solved,Reasonable Price,0,Enterprise,40,30,6297,801.26,4,753
44,M,City,No,Without Offers,Desktop,Mobile_Data,25.0,174.18,97311.26,18.0,776.15,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,51,37,7919,1311.9,0,89
30,M,Town,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,20.0,66.45,8646.6,22.0,693.72,Yes,No,No,Not Applicable,Poor Website,1,Pro,20,18,2002,356.28000000000003,8,539
27,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15.0,187.35,29952.95,5.0,808.72,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,31,24,11497,426.58,0,677
14,M,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,18.0,74.15,16047.67,12.0,500.22,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,8,8,450,202.02,7,223
12,F,Village,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,8.0,228.23,14789.33,29.0,528.01,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Basic,18,14,252,459.62,1,607
37,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,209.97,38352.39,3.0,799.54,Yes,No,No,Not Applicable,Products always in Stock,0,Enterprise,39,35,6398,835.63,4,446
27,F,Town,No,Without Offers,Desktop,Wi-Fi,24.0,851.3644857,30752.35,16.0,160.6466959,No,Yes,Yes,Solved,Poor Customer Service,1,Pro,19,16,1754,296.65,4,575
58,F,Village,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,9.0,79.39,74066.53,19.0,801.63,No,Yes,No,Not Applicable,Quality Customer Care,0,Pro,31,25,2548,609.6,0,180
40,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13.0,133.04,45812.82,22.0,585.23,Yes,No,No,Not Applicable,Poor Website,1,Basic,15,15,241,210.7,3,498
60,M,Town,No,Without Offers,Desktop,Wi-Fi,12.0,174.18,983.8,23.0,630.35,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,27,23,1404,566.25,8,669
21,M,Town,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12.0,93.64,24577.49,29.0,681.9,Yes,No,No,Not Applicable,No reason specified,1,Basic,12,12,417,237.81,14,269
59,F,City,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14.0,277.78,30620.27,8.0,513.75,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,14,12,416,406.85,13,733
64,F,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,2.0,243.33,23557.19,20.0,639.82,Yes,Yes,Yes,No Information Available,Poor Customer Service,1,Basic,20,20,394,496.65,0,847
62,M,Town,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,3.0,81.6,32118.37,7.0,641.89,Yes,No,No,Not Applicable,Poor Website,1,Basic,16,15,352,362.25,0,774
42,F,Town,No,Without Offers,Smartphone,Fiber_Optic,13.0,1046.867668,22778.4,16.0,579.35,No,Yes,Yes,No Information Available,Poor Customer Service,1,Basic,14,13,270,419.73,0,389
38,F,Village,Yes,Without Offers,Smartphone,Wi-Fi,19.0,631.04,21826.67,24.0,521.34,Yes,Yes,No,Not Applicable,Too many ads,1,Basic,13,13,346,244.59,3,691
15,F,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,45.05,12653.45,31.29811658,314.557444,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,31,26,11667,611.65,6,1073
28,M,City,Yes,Credit/Debit Card Offers,Both,Mobile_Data,4.0,958.63,54007.68,10.0,450.843189,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0,Enterprise,48,36,8152,1250.05,0,912
16,M,Town,Yes,Without Offers,Desktop,Wi-Fi,16.0,31.56,45914.29,24.0,698.25,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,17,14,417,441.75,7,818
54,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,57.73,40405.38,17.0,709.79,No,Yes,No,Not Applicable,User Friendly Website,0,Pro,52,40,1800,1281.45,0,85
52,F,City,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,15.0,64.52,42206.87,16.0,674.65,Yes,No,Yes,Solved,No reason specified,1,Pro,23,20,1360,631.89,19,181
40,F,Town,No,Without Offers,Smartphone,Mobile_Data,10.0,1533.108179,6423.85,27.0,713.74,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,36,31,16160,547.62,5,282
32,F,Town,No,Without Offers,Desktop,Mobile_Data,6.0,104.27,49643.6,13.0,1061.110977,Yes,No,Yes,Unsolved,Poor Website,1,Basic,16,12,331,425.3200000000001,15,375
59,F,City,Yes,Without Offers,Smartphone,Mobile_Data,7.0,104.76,31505.78,38.17163871,698.25,No,Yes,No,Not Applicable,No reason specified,0,Pro,27,26,1273,494.44,0,120
48,M,City,No,Without Offers,Smartphone,Fiber_Optic,15.0,138.22,32247.49,16.0,678.71,Yes,No,Yes,Solved,No reason specified,1,Pro,36,29,2188,808.64,3,52
34,F,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13.0,225.55,40457.69,25.0,1205.173289,No,Yes,No,Not Applicable,Poor Website,0,Pro,25,21,1709,401.57,4,37
27,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6.0,166.38,18846.96,21.0,771.1,Yes,No,Yes,Unsolved,No reason specified,0,Enterprise,51,40,7613,1441.99,0,293
38,F,Town,Yes,Without Offers,Smartphone,Fiber_Optic,12.0,31.72,14995.16,19.0,691.34,No,Yes,No,Not Applicable,Poor Website,1,Basic,14,14,610,301.19,15,520
48,F,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,174.18,36040.44,13.0,796.8,Yes,No,Yes,Unsolved,Poor Website,0,Pro,17,15,1987,302.84,14,314
46,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14.0,132.25,49669.82,17.0,637.08,No,Yes,Yes,Unsolved,Poor Website,1,Basic,16,15,208,412.69,0,387
48,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,17.0,182.84,27995.7,22.0,398.9781704,Yes,No,No,Not Applicable,Poor Website,0,Pro,30,24,2457,713.8199999999999,5,253
31,F,Town,Yes,Without Offers,Desktop,Wi-Fi,16.0,114.41,45542.45,7.0,635.36,Yes,No,Yes,No Information Available,Poor Product Quality,1,Basic,16,16,551,260.98,14,489
33,M,Village,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,2.0,36.08,40926.64,26.0,798.81,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Enterprise,51,41,10530,982.74,0,461
31,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,16.0,137.67,44623.96,8.0,721.11,No,Yes,Yes,Unsolved,Too many ads,0,Pro,24,18,1415,493.89,6,539
24,F,City,Yes,Without Offers,Smartphone,Wi-Fi,6.0,174.18,19924.62,19.0,615.61,No,Yes,Yes,No Information Available,No reason specified,1,Pro,21,21,2926,290.31,5,144
30,F,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16.0,226.39,26256.81,16.0,656.09,Yes,No,No,Not Applicable,Too many ads,1,Basic,6,6,326,158.03,27,26
20,M,Village,No,Without Offers,Desktop,Wi-Fi,10.0,420.69,18900.69,21.0,725.72,No,Yes,Yes,Solved,Poor Product Quality,0,Pro,22,20,1560,414.18,4,21
33,F,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,5.0,135.45,28434.54,16.0,640.72,No,Yes,Yes,No Information Available,No reason specified,1,Basic,12,12,345,255.23,4,424
17,F,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,11.0,71.29,47197.31,21.0,574.24,Yes,No,Yes,Solved,Poor Customer Service,1,Basic,7,5,312,210.78,0,423
42,M,Town,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,7.0,242.79,21077.54,11.0,787.01,Yes,Yes,No,Not Applicable,Quality Customer Care,0,Pro,25,23,1962,658.14,0,194
48,F,Town,Yes,Without Offers,Smartphone,Wi-Fi,9.0,227.17,40576.48,28.0,698.25,Yes,Yes,No,Not Applicable,Poor Customer Service,1,Basic,11,9,276,155.4,7,788
17,F,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,7.0,89.36,49053.64,11.0,698.25,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,8,7,369,146.39,7,11
25,F,City,Yes,Without Offers,Desktop,Wi-Fi,6.0,61.98,46783.57,21.0,787.47,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,20,19,12031,299.98,8,746
23,F,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,10.0,30.44,11261.37,16.0,617.21,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,7,7,309,126.12,4,328
42,F,City,Yes,Without Offers,Both,Wi-Fi,16.0,845.29,34449.0,26.0,1029.318605,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,11,10,380,131.44,26,102
15,F,City,No,Credit/Debit Card Offers,Both,Mobile_Data,12.0,434.19,12850.07,6.0,710.2,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,34,28,10318,700.37,3,122
