age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active
25,M,GOIQJMF,Village,23-01-2017,Yes,CID63470,Without Offers,Smartphone,Wi-Fi,18:25:56,12,606.89,37238.66,25,535.29,No,Yes,Yes,Solved in Follow-up,No reason specified,1,Basic,14,14,319,373.58,17
50,F,KUJDSEH,City,12-10-2016,?,CID51601,Without Offers,Both,Wi-Fi,15:27:33,10,433.24,23664.79,19,795.07,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,29,26,1880,713.13,0
16,M,COVZG0J,City,24-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,21:51:33,8,222.79,47504.56,23,670.58,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,10,9,316,133.49,14
25,M,9DJ8EVA,Town,08-03-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,9:17:24,17,33.84,20517.9,16,668.99,No,Yes,Yes,No Information Available,Too many ads,1,Pro,36,30,1988,842.74,0
32,F,6Z73MHB,City,22-01-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,17:59:49,18,461.53,32906.98,17,940.9037129,No,Yes,No,Not Applicable,Too many ads,1,Basic,6,6,237,69.19,1
32,F,BVFFV3S,,24-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,19:18:29,8,200.68,3730.32,17,737.72,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,55,42,9991,1344.49,0
59,M,DTU70ZV,,30-04-2017,Yes,CID57757,Gift Vouchers/Coupons,Desktop,Mobile_Data,7:13:56,18,32.91,22215.56,18,,Yes,No,No,Not Applicable,Poor Website,1,Basic,10,10,288,257.6,4
50,M,KPXFS3U,City,23-04-2016,Yes,CID3734,Gift Vouchers/Coupons,?,Wi-Fi,17:23:52,14,32.41,13782.14,28,555.4,Yes,No,No,Not Applicable,No reason specified,1,Basic,27,25,538,691.84,4
47,F,28AFDOY,Town,03-02-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:49:21,15,436.85,72693.17,3,845.31,No,Yes,Yes,Unsolved,Quality Customer Care,0,Enterprise,56,43,14769,1678.59,0
45,M,ZPZTZQF,Town,07-08-2016,Yes,CID45061,Without Offers,Desktop,Mobile_Data,14:37:29,-999,140.15,10845.08,13,,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,17,17,345,447.69,11
43,M,5YRZMXZ,Town,31-07-2015,Yes,CID9601,Without Offers,?,Wi-Fi,6:26:25,16,781.86,23977.9,12,758.57,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Pro,28,23,2391,592.12,3
56,M,6G8JBGQ,Village,30-06-2017,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,0:04:51,18,1281.360955,48572.7,6,683.17,No,Yes,Yes,Unsolved,Poor Website,1,Pro,36,34,2535,638.49,1
55,F,OEG7MUP,Town,02-11-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,2:21:02,16,69.06,42624.64,22,,Yes,No,Yes,Unsolved,Poor Website,0,Pro,25,22,1939,308.43,8
22,M,K6RU0NU,City,20-01-2017,Yes,CID31577,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17:16:21,4,137.22,39581.95,8,775.29,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0,Pro,28,25,1507,700.8199999999999,3
51,M,33A5HI8,Town,06-10-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,3:11:16,12,171.98,9253.23,19,,No,Yes,Yes,Solved,Products always in Stock,0,Enterprise,53,35,10223,1470.93,0
19,F,ICMA21M,Village,13-07-2016,?,CID52009,Without Offers,?,Fiber_Optic,6:29:51,12,269.13,33352.34,21,585.11,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,9,8,281,120.3,1
24,M,Y133C1X,City,23-03-2015,Yes,CID11440,Credit/Debit Card Offers,Desktop,Wi-Fi,22:23:41,11,261.38,17950.4,24,626.95,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,16,16,443,335.95,0
39,M,RN4N6MZ,Town,20-07-2015,Yes,CID39535,Without Offers,Smartphone,Wi-Fi,0:40:10,9,613.74,28870.1,6,600.89,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,26,24,390,633.61,1
19,M,QNTMJ1O,,24-04-2017,Yes,CID33907,Without Offers,Desktop,Wi-Fi,14:18:57,22,192.87,26558.95,7,745.51,No,Yes,No,Not Applicable,Poor Website,0,Pro,38,31,2021,995.97,5
16,M,Z2YKC8J,Village,21-11-2015,Yes,CID10124,Without Offers,Smartphone,Wi-Fi,17:37:52,22,1818.576863,23978.24,6,560.15,No,Yes,No,Not Applicable,Poor Website,1,Basic,5,4,327,56.45,25
49,M,UBQERE9,Town,16-06-2015,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15:26:12,10,464.79,38298.99,Error,712.48,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,15,14,2280,235.66,0
23,F,W12XNHS,City,17-10-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,6:46:10,4,183.63,9940.74,43.3538644,87.32979939,No,Yes,Yes,Solved,Too many ads,1,Basic,7,7,239,91.86,30
58,M,P9ZAMIJ,Town,17-11-2015,?,CID47366,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:07:35,14,31.63,24529.84,17,613.48,No,Yes,Yes,Solved,Poor Website,1,Basic,16,16,341,320.54,2
32,F,C30HZP5,Village,27-05-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,23:34:03,20,234.01,16688.94,5,809.74,Yes,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Pro,32,24,2069,739.6800000000001,15
45,M,514C80A,City,07-05-2015,No,xxxxxxxx,Without Offers,?,Fiber_Optic,21:53:57,23,96.42,7037.99,1.233797556,717.55,No,Yes,Yes,Solved,Poor Product Quality,0,Enterprise,52,41,10708,1350.0,1
38,F,R3GBDYJ,,26-10-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,7:02:59,11,153.12,48097.62,25,699.23,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,17,16,210,381.89,3
56,M,CV6HSW2,City,24-02-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:53:24,1,34.1,41721.45,28,1245.699082,No,Yes,Yes,Unsolved,Poor Customer Service,0,Pro,25,22,1286,463.06,0
18,F,1YK67C8,City,26-02-2015,?,CID53746,Credit/Debit Card Offers,Desktop,Mobile_Data,12:37:10,6,32.65,9273.35,15,,No,Yes,No,Not Applicable,Poor Website,1,Pro,28,24,1359,498.76,0
17,F,8YHLU9L,Village,15-03-2015,?,CID43705,Credit/Debit Card Offers,?,Mobile_Data,4:55:49,16,139.23,19347.09,28,655.5,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,35,29,1572,974.82,3
51,M,29NKEEH,Town,24-02-2016,Yes,CID11427,Without Offers,Smartphone,Wi-Fi,7:47:31,10,127.54,13882.84,20,629.87,No,Yes,No,Not Applicable,Too many ads,1,Basic,9,9,432,251.93,2
36,M,JTCG68M,Town,09-08-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:14:22,10,311.61,831.64,26,,Yes,Yes,Yes,Unsolved,Too many ads,0,Enterprise,52,39,10665,1581.98,1
22,F,V1DIA87,Town,15-07-2015,Yes,CID43466,Credit/Debit Card Offers,Desktop,Fiber_Optic,17:07:31,-999,63.22,28957.14,5,663.51,No,Yes,No,Not Applicable,Poor Website,1,Basic,12,12,417,292.44,2
37,F,8WJ9ORF,Town,19-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:19:47,15,109.94,29785.2,9,,No,Yes,No,Not Applicable,No reason specified,1,Pro,14,13,2295,281.91,0
60,M,07I1616,,31-12-2016,?,CID62895,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:05:16,4,202.47,38590.91,9,328.4660286,No,Yes,Yes,No Information Available,No reason specified,0,Enterprise,54,41,7745,1318.15,1
62,M,QS7YAHT,Village,31-01-2015,Yes,CID43302,Without Offers,?,Fiber_Optic,13:17:37,9,346.55,40159.85,Error,764.24,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,30,25,2140,736.5,1
35,M,AKNWCWC,Town,05-12-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,13:31:41,14,219.95,86392.02,Error,811.08,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,51,44,7601,1315.1299999999999,0
36,M,B4Z0NLD,City,06-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,3:41:43,2,307.89,9090.53,9,754.62,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,26,25,9565,379.51,4
13,M,7ISY5S7,Town,18-08-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,17:13:30,14,183.92,40498.5,13,720.44,No,Yes,No,Not Applicable,Too many ads,0,Pro,25,24,1856,637.72,1
40,F,DITIHWK,City,17-04-2015,Yes,CID44236,Without Offers,Desktop,Mobile_Data,0:44:31,11,116.23,31636.26,24,737.23,No,Yes,Yes,Unsolved,Too many ads,0,Pro,22,19,2394,413.74,1
50,M,IF1B2B0,City,19-10-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,23:53:26,23,332.21,17490.38,7,702.1,Yes,No,Yes,No Information Available,Poor Website,1,Pro,12,12,1495,150.54999999999998,4
58,F,8UQM52Y,City,12-03-2017,Yes,CID17711,Without Offers,Both,Mobile_Data,11:29:07,15,1215.19,10377.03,6,713.43,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,12,12,328,223.81,12
59,F,JLDGF29,Town,09-07-2016,?,CID46052,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:44:52,21,866.38,44558.99,12,760.74,No,Yes,Yes,Unsolved,Poor Product Quality,0,Pro,28,26,1314,660.64,0
12,F,5YV914G,City,01-06-2015,Yes,xxxxxxxx,,?,Mobile_Data,18:37:23,8,1996.809856,97637.25,8,,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,25,23,12554,368.21,0
49,F,KT0X79B,Village,20-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,8:55:32,16,418.54,47575.41,12,637.43,No,Yes,Yes,Unsolved,Poor Product Quality,1,Basic,13,10,528,355.27,5
56,F,LTS27AI,Village,23-10-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:48:04,16,304.95,4411.5,6,,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,14,13,324,293.5,15
38,M,3BZ11QZ,Town,30-11-2015,No,xxxxxxxx,Without Offers,?,Fiber_Optic,12:42:17,20,230.93,11780.24,25,766.44,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,53,45,15429,937.8100000000001,0
20,M,2DNANZU,City,07-04-2017,?,CID44735,Credit/Debit Card Offers,Desktop,Wi-Fi,11:07:32,14,104.43,1909.95,15,500.15,Yes,No,Yes,Unsolved,Poor Website,1,Basic,9,9,300,164.8,5
26,M,DXT6TTX,City,23-08-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:02:16,11,404.06,28297.61,53.15301711,1105.004395,Yes,Yes,Yes,Solved,Too many ads,1,Basic,25,22,244,553.76,4
24,M,8Q8MHWV,Village,24-02-2016,Yes,CID42401,Without Offers,Smartphone,Mobile_Data,22:19:15,9,55.93,36250.4,27,615.51,No,Yes,No,Not Applicable,No reason specified,1,Basic,12,12,348,299.15,4
36,F,MU2G3NK,City,21-06-2017,?,CID62460,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,0:48:17,13,499.42,15689.82,4.239900909,777.75,No,Yes,Yes,No Information Available,Too many ads,0,Pro,26,23,2177,728.11,0
28,F,7LFHOMR,City,06-05-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,3:32:50,15,143.0,23491.36,16,833.29,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,50,37,9513,1619.25,1
11,M,500F8ZT,City,10-04-2015,?,CID18157,Credit/Debit Card Offers,?,Mobile_Data,20:22:32,11,37.24,36518.8,4,1134.613381,Yes,No,No,Not Applicable,Products always in Stock,0,Enterprise,39,32,12112,683.54,2
40,F,YU206AO,City,28-04-2017,No,xxxxxxxx,Without Offers,?,Fiber_Optic,5:51:51,16,60.77,42565.84,8,668.67,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,12,11,307,171.45,4
42,M,Q4S7XLF,,20-03-2016,Yes,CID17540,Without Offers,Desktop,Fiber_Optic,15:51:42,10,99.56,42286.71,13,738.03,Yes,No,No,Not Applicable,No reason specified,0,Pro,19,17,1408,351.78,12
10,F,CQ0LZUS,Town,06-04-2017,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:29:51,19,164.17,2464.62,11,694.18,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,14,13,301,244.62,2
46,F,3558QWM,Town,09-07-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3:19:51,2,117.21,18250.66,7,720.45,Yes,No,Yes,No Information Available,Poor Product Quality,0,Pro,26,22,1360,520.23,3
40,M,JJ1QMOW,City,22-11-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11:31:21,13,246.18,23331.14,29,633.71,Yes,Yes,Yes,Solved,Too many ads,1,Pro,22,21,2113,451.55,5
39,F,142GCKD,City,17-12-2016,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,6:13:49,4,180.95,49918.33,5,541.78,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,17,15,272,449.05,1
57,F,H9DGDHE,Town,01-07-2015,Yes,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,19:34:11,15,1063.62,18709.23,Error,712.54,Yes,Yes,No,Not Applicable,No reason specified,0,Enterprise,36,34,7761,690.44,1
48,M,NME4X4W,City,14-06-2016,Yes,CID21671,Gift Vouchers/Coupons,?,Fiber_Optic,11:30:49,5,157.25,29051.79,22,710.73,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,20,17,2010,426.41,5
11,M,9M96GC2,,08-08-2017,Yes,CID26175,Gift Vouchers/Coupons,Desktop,Mobile_Data,2:13:40,9,-672.516415,34375.7,13,657.75,No,Yes,Yes,Solved in Follow-up,Poor Website,1,Basic,6,6,244,131.84,41
27,F,791E08B,City,16-04-2017,Yes,CID19381,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:23:56,12,252.18,97467.09,4,721.61,No,Yes,Yes,Solved,Reasonable Price,0,Pro,27,26,1464,649.58,1
20,F,GRMMKFQ,,11-03-2015,?,CID8616,Without Offers,Smartphone,Wi-Fi,5:22:14,18,31.32,49011.6,12,656.15,No,Yes,No,Not Applicable,No reason specified,1,Basic,7,7,240,106.21000000000001,12
22,M,UX6YUZQ,,12-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,8:01:20,15,221.63,38952.98,12,655.18,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,13,12,227,179.89000000000001,8
28,M,BM096IB,,02-06-2015,Yes,CID19398,Credit/Debit Card Offers,Smartphone,Wi-Fi,1:57:39,12,30.16,41220.43,13,654.71,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,8,7,488,159.91,20
13,M,JSZ0O0D,Town,28-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,11:36:00,13,487.97,9010.14,12,699.14,Yes,No,Yes,Solved,No reason specified,1,Pro,29,25,1406,647.21,0
14,M,GI7RTVL,Village,09-04-2015,?,CID40553,Gift Vouchers/Coupons,Desktop,Mobile_Data,17:23:07,12,125.77,37271.41,10,1050.716221,No,Yes,Yes,Solved,Products always in Stock,0,Enterprise,29,29,9249,552.87,1
18,F,AFEAUAV,City,28-01-2016,?,CID35379,Credit/Debit Card Offers,Smartphone,Wi-Fi,2:00:24,9,257.93,21537.54,17,765.16,Yes,No,No,Not Applicable,User Friendly Website,0,Pro,24,22,1613,621.63,4
30,F,C9RY201,Town,23-08-2016,?,CID9123,,Both,Mobile_Data,20:26:27,20,243.42,30128.85,6,737.44,Yes,Yes,Yes,Unsolved,No reason specified,0,Enterprise,46,37,9681,719.2,0
29,M,C9MY185,City,13-02-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,9:42:52,14,92.66,34257.76,Error,709.03,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,54,45,14322,1507.93,0
51,M,VGX8RAS,Town,26-05-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,4:10:33,20,216.59,10179.39,20,777.91,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,35,27,9879,613.93,0
28,F,LUAB13P,Town,20-05-2017,Yes,CID15774,Without Offers,?,Wi-Fi,13:50:18,15,450.82,41245.43,29,813.211917,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,12,11,324,318.31,34
54,F,X6R0N5B,City,23-08-2015,?,CID45143,Credit/Debit Card Offers,?,Wi-Fi,8:30:23,8,30.53,42599.13,Error,631.84,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Basic,10,9,293,232.92,6
31,M,FGEAYDP,Town,22-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,0:42:03,16,34.2,42090.86,8,,Yes,No,Yes,Solved,Poor Website,1,Pro,36,27,2395,1072.18,2
53,F,5U3XAZH,,01-10-2017,?,CID37808,Credit/Debit Card Offers,Desktop,Mobile_Data,22:02:04,6,126.97,34274.59,11,778.19,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,20,17,9221,282.42,11
20,F,V2YZIJF,City,04-03-2016,Yes,CID62560,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,0:49:50,8,368.95,18657.24,15,783.42,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Enterprise,30,24,7527,546.28,1
48,M,U5UUGQR,City,07-09-2015,Yes,CID12775,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:30:13,17,201.44,16315.99,21,642.14,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,18,17,464,457.01,6
46,F,IHLD3L5,City,12-12-2015,Yes,CID33273,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:23:12,-999,670.52,9894.65,23,352.6097738,Yes,No,No,Not Applicable,Poor Product Quality,0,Pro,18,16,1492,212.17000000000002,6
13,M,ZM3ZL60,Town,11-06-2015,Yes,CID22597,Without Offers,Smartphone,Mobile_Data,15:45:01,15,798.43,69096.01,19,736.96,Yes,No,No,Not Applicable,User Friendly Website,0,Enterprise,29,26,10688,424.42,0
34,M,VATVGM3,Town,15-11-2016,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,17:33:56,17,210.07,17031.3,31.48239211,626.94,Yes,No,Yes,Unsolved,Too many ads,1,Basic,12,12,280,250.3,0
30,F,5K1IHY0,Town,07-10-2015,Yes,CID9708,Without Offers,Smartphone,Mobile_Data,10:00:23,14,1109.79,34589.41,13,519.47,Yes,Yes,No,Not Applicable,Poor Website,1,Basic,9,9,286,88.19,23
14,F,I5ZH9Q1,Town,04-07-2015,Yes,CID989,Credit/Debit Card Offers,Smartphone,Wi-Fi,7:26:37,9,198.34,5246.29,17,790.92,Yes,No,No,Not Applicable,Poor Website,0,Pro,32,28,1588,796.59,2
15,M,SCF54Z1,City,09-11-2017,Yes,CID26632,Without Offers,Smartphone,Fiber_Optic,14:08:38,-999,63.04,40933.04,11,654.99,No,Yes,Yes,Solved,No reason specified,1,Basic,12,11,381,212.69,1
21,F,2ME0ZN6,City,05-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,13:38:01,14,457.5,11959.54,-2.416743963,613.33,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,8,8,217,189.39999999999998,25
33,M,Y98RTU9,Town,21-06-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,0:39:22,1,422.69,5432.49,10,1090.879155,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,38,32,9453,784.86,0
40,F,YJAD4PV,Town,09-11-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,5:04:10,13,446.15,7288.44,Error,767.98,No,Yes,No,Not Applicable,Too many ads,0,Pro,20,18,2014,378.31,1
18,F,ELKIOD7,City,21-03-2015,Yes,CID57024,Credit/Debit Card Offers,Desktop,Mobile_Data,21:55:43,14,60.4,94179.94,5,742.16,No,Yes,Yes,Solved,User Friendly Website,0,Enterprise,33,30,14612,722.68,1
28,F,U2FRGA4,City,09-07-2016,?,CID52860,Credit/Debit Card Offers,Both,Wi-Fi,19:46:37,3,435.19,31599.16,-19.13122881,,No,Yes,No,Not Applicable,Products always in Stock,0,Enterprise,57,46,12353,1288.0,2
21,F,7UMOVBV,,19-09-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:18:20,16,101.39,12703.09,24,524.77,No,Yes,No,Not Applicable,No reason specified,1,Basic,8,8,197,121.17,6
58,M,CXLBDPM,,30-04-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,0:07:07,5,-761.631275,17434.51,17,627.26,Yes,No,Yes,No Information Available,Too many ads,1,Basic,11,11,300,279.99,10
20,M,JTOZ3IB,City,08-04-2016,Yes,CID37610,Gift Vouchers/Coupons,?,Mobile_Data,13:46:23,16,308.33,5059.28,1,847.65,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,36,28,13478,541.78,0
20,M,X7IQE1L,City,13-11-2017,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,10:08:34,17,208.77,26666.68,17,,Yes,No,Yes,Solved,No reason specified,1,Pro,28,26,1993,679.72,1
36,F,VUZT6KX,Town,02-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,7:39:54,14,292.25,15194.39,10,678.17,Yes,No,Yes,No Information Available,Too many ads,1,Basic,7,7,351,69.36,6
51,M,ZIEDIQT,Town,28-11-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,3:31:44,11,51.69,14421.78,16,840.88,Yes,No,Yes,Solved,Reasonable Price,0,Enterprise,31,27,13553,603.7,0
60,F,A7CYP06,,04-11-2017,?,CID19821,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:39:13,12,32.27,47755.78,24,,No,Yes,Yes,No Information Available,Poor Product Quality,1,Basic,19,17,277,579.12,6
40,F,PQ0V825,,12-05-2016,?,CID12910,Without Offers,Smartphone,Mobile_Data,9:17:50,3,426.44,12808.73,6,799.77,Yes,Yes,Yes,No Information Available,Too many ads,0,Pro,25,18,1512,529.52,5
12,M,GDR2MP3,Town,27-03-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:11:19,7,479.18,34759.57,16,762.1,Yes,No,Yes,No Information Available,User Friendly Website,0,Enterprise,60,39,10543,1507.13,0
11,M,Z5RFLGT,Town,25-11-2015,Yes,CID22663,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:56:50,20,45.66,32814.81,14,357.7664775,Yes,No,No,Not Applicable,Poor Website,0,Pro,14,13,2341,333.88,1
18,M,ZK36QM0,Village,06-05-2017,Yes,CID39899,Without Offers,Smartphone,Mobile_Data,15:44:42,10,81.46,20124.9,27,627.16,Yes,No,Yes,Solved in Follow-up,No reason specified,1,Pro,21,20,2125,481.56,1
36,M,KI49UXD,Town,27-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,13:45:15,13,144.99,18058.69,19,121.2449522,Yes,No,Yes,Unsolved,Too many ads,1,Basic,13,12,379,223.13,1
16,F,WFVZ86U,Village,27-07-2017,Yes,CID21633,,Smartphone,Mobile_Data,8:51:10,15,94.86,32054.85,15,698.61,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,13,13,222,264.96,16
25,M,ZTDJ51R,Town,15-11-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,10:54:18,9,286.1,86986.8,15,823.71,No,Yes,No,Not Applicable,Quality Customer Care,0,Enterprise,30,24,8291,626.22,3
45,M,FV49N74,Town,15-12-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,23:19:12,25,332.28,25264.54,13,535.55,Yes,No,Yes,Unsolved,Too many ads,1,Basic,24,17,374,571.97,0
32,M,ZWM6Y4X,Town,04-01-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,7:43:37,14,169.36,89041.3,17,,No,Yes,Yes,Unsolved,Products always in Stock,0,Pro,29,27,1955,786.1,6
53,M,SX3OCZU,City,05-04-2017,Yes,CID37101,Credit/Debit Card Offers,Smartphone,Wi-Fi,6:42:22,9,95.27,43402.89,3,848.7,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,35,28,12637,633.02,5
43,M,2IW4Z31,City,23-05-2016,?,CID46713,Credit/Debit Card Offers,Desktop,Fiber_Optic,16:11:11,-999,47.39,40127.32,12,709.58,Yes,No,Yes,Solved,No reason specified,0,Enterprise,43,36,7817,892.44,4
51,F,04RMTHJ,Town,02-01-2015,Yes,CID56534,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:16:16,15,217.54,8137.7,14,719.3,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,43,36,10023,1159.55,5
29,F,09F0I9Z,City,10-06-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,4:08:30,17,-914.9864023,19578.44,23,673.81,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,11,10,326,190.8,5
52,F,S8IFIN0,,19-07-2017,Yes,CID964,Without Offers,Desktop,Fiber_Optic,21:17:41,17,31.85,38061.97,27,540.25,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,13,13,495,266.42,2
63,F,HLVAWZW,Town,23-02-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,0:14:37,9,30.22,10972.17,9,809.48,Yes,No,No,Not Applicable,Quality Customer Care,0,Enterprise,31,25,8303,415.22,6
27,F,DMIGAQB,Town,30-10-2017,Yes,CID46223,Gift Vouchers/Coupons,?,Wi-Fi,8:54:43,3,989.1934298,47130.26,29,781.55,Yes,No,Yes,Unsolved,Poor Customer Service,0,Pro,31,26,2557,596.17,2
60,F,5JLS50W,Village,16-03-2016,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,3:10:20,7,208.24,18259.91,18,797.81,Yes,No,No,Not Applicable,No reason specified,0,Pro,30,27,1449,709.14,1
48,M,SWRUKIT,City,10-12-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,22:58:57,17,430.74,20592.22,27,726.31,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,39,29,14732,941.4300000000001,0
21,M,V4FCCDF,City,26-02-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:35:30,13,32.57,14412.8,10,793.03,Yes,No,Yes,Unsolved,Too many ads,0,Enterprise,27,23,8571,391.02,4
